,GISJOIN,cluster_id,distance,is_parent,frac_distance,sample_percent
331,G1200410,48,41.22906403940942,0.0,0.7657558193026196,0.20315116386052395
332,G1200430,48,27.770935960590577,0.0,0.5143987487349242,0.15287974974698484
333,G1200450,51,19.1673819742482,0.0,0.3958333333333333,0.12916666666666665
334,G1200470,48,46.22906403940942,0.0,0.8591406753151342,0.22182813506302684
335,G1200490,41,52.779999999999745,0.0,0.8824714573539278,0.2264942914707856
336,G1200510,24,16.494791666666288,0.0,0.1509433962264151,0.08018867924528303
337,G1200530,0,81.05797101449275,0.0,0.622615648201028,0.1745231296402056
338,G1200550,16,82.50714285714275,0.0,0.7642857142857123,0.20285714285714246
339,G1200570,38,38.99999999999636,1.0,0.0,0.05
340,G1200590,41,13.220000000000255,0.0,0.21826729348556265,0.09365345869711253
341,G1200610,33,44.33333333333303,0.0,0.27092511013215753,0.10418502202643151
342,G1200630,46,84.69879518072298,0.0,0.8224809885931562,0.21449619771863127
343,G1200650,29,21.633116883116827,0.0,0.4406027176106539,0.13812054352213077
344,G1200670,29,43.36688311688317,0.0,0.8908919682496994,0.22817839364993991
345,G1200690,27,51.07692307692287,0.0,0.18515151515151484,0.08703030303030297
346,G1200710,39,68.16666666666788,1.0,0.0,0.05
347,G1200730,8,145.53571428571468,0.0,0.5186449579831961,0.15372899159663922
348,G1200750,41,27.220000000000255,0.0,0.45332437877770704,0.14066487575554143
349,G1200770,48,17.229064039409423,0.0,0.3175085104425496,0.11350170208850992
350,G1200790,51,18.1673819742482,0.0,0.375,0.125
351,G1200810,32,250.05000000000018,0.0,0.7492052278346877,0.19984104556693755
352,G1200830,26,223.93939393939354,0.0,0.8991115979067754,0.22982231958135507
353,G1200850,0,101.94202898550725,0.0,0.7872073101085094,0.20744146202170188
354,G1200860,20,0.0,1.0,0.0,0.05
355,G1200870,28,42.954545454545496,0.0,0.47623966942148854,0.14524793388429771
356,G1200890,54,53.84615384615381,0.0,0.3925925925925926,0.12851851851851853
357,G1200910,14,5.371428571428623,0.0,0.015259895088221839,0.05305197901764437
358,G1200930,24,33.50520833333371,0.0,0.31141902515723985,0.11228380503144797
359,G1200950,21,355.6666666666679,0.0,0.8575445173383376,0.22150890346766755
360,G1200970,44,255.54545454545587,0.0,0.6900025182573732,0.18800050365147464
361,G1200990,40,0.0,1.0,0.0,0.05
